,fips,CTYNAME,Percent_Overall,Disparity_White_Male,Disparity_White_Female,Disparity_Black_Male,Disparity_Black_Female,Disparity_Nat_Amer_Male,Disparity_Hispanic_Male,Disparity_Hispanic_Female,Disparity_Asian_Pac_Male,Disparity_Asian_Pac_Female,year
716,105,Lee County,0.313,0.055,-0.025,-0.313,-0.313,-0.313,-0.313,-0.313,-0.313,-0.313,2015
717,107,Loudoun County,0.033,0.019,-0.017,0.108,0.002,-0.033,-0.025,-0.033,-0.021,-0.03,2015
718,109,Louisa County,0.176,0.05,-0.09,0.405,-0.142,-0.176,-0.176,-0.176,-0.176,-0.176,2015
719,111,Lunenburg County,0.121,-0.047,-0.041,0.095,0.037,-0.121,-0.121,-0.121,-0.121,-0.121,2015
720,113,Madison County,0.153,0.083,-0.119,0.637,-0.153,-0.153,-0.153,-0.153,-0.153,-0.153,2015
721,115,Mathews County,0.204,0.009,-0.104,1.354,-0.204,-0.204,-0.204,-0.204,-0.204,-0.204,2015
722,117,Mecklenburg County,0.255,-0.008,-0.154,0.533,-0.183,-0.255,-0.051,-0.255,-0.255,-0.255,2015
723,119,Middlesex County,0.094,-0.021,-0.048,0.306,0.017,-0.094,-0.094,-0.094,-0.094,-0.094,2015
724,121,Montgomery County,0.175,0.056,-0.066,0.514,0.043,-0.175,-0.175,-0.175,-0.062,-0.175,2015
725,125,Nelson County,0.176,0.036,-0.067,0.429,-0.176,-0.176,-0.176,-0.176,-0.176,-0.176,2015
726,127,New Kent County,0.118,0.035,-0.058,0.088,0.045,-0.118,-0.118,-0.118,1.072,-0.118,2015
727,131,Northampton County,0.199,-0.172,-0.172,0.744,-0.031,-0.199,-0.199,-0.199,-0.199,-0.199,2015
728,133,Northumberland County,0.172,-0.105,-0.128,0.825,-0.045,-0.172,-0.172,-0.172,-0.172,-0.172,2015
729,135,Nottoway County,0.237,-0.109,-0.073,0.329,-0.088,-0.237,-0.237,-0.237,-0.237,-0.237,2015
730,137,Orange County,0.239,0.062,-0.152,0.958,-0.239,-0.239,-0.239,-0.239,-0.239,-0.239,2015
731,139,Page County,0.33,0.153,-0.148,0.439,-0.33,-0.33,-0.33,-0.33,-0.33,-0.33,2015
732,141,Patrick County,0.134,0.062,-0.075,0.454,-0.134,-0.134,-0.134,-0.134,-0.134,-0.134,2015
733,143,Pittsylvania County,0.094,-0.013,-0.056,0.352,-0.08,-0.094,-0.094,-0.094,-0.094,-0.094,2015
734,145,Powhatan County,0.196,0.062,-0.054,0.059,-0.106,-0.196,-0.196,-0.196,-0.196,-0.196,2015
735,147,Prince Edward County,0.294,-0.001,-0.225,0.739,-0.243,-0.294,-0.294,-0.294,-0.294,-0.294,2015
736,149,Prince George County,0.06,0.028,-0.033,0.047,-0.04,-0.06,-0.06,-0.06,-0.06,-0.06,2015
737,153,Prince William County,0.085,0.01,-0.042,0.236,-0.043,-0.085,-0.081,-0.085,-0.058,-0.085,2015
738,155,Pulaski County,0.355,0.05,-0.155,1.353,0.889,-0.355,-0.355,-0.355,-0.355,-0.355,2015
739,157,Rappahannock County,0.095,-0.006,0.02,-0.095,-0.095,-0.095,-0.095,-0.095,-0.095,-0.095,2015
740,159,Richmond County,0.125,0.073,-0.125,0.17,-0.125,-0.125,-0.125,-0.125,-0.125,-0.125,2015
741,161,Roanoke County,0.112,0.016,-0.033,0.589,-0.112,-0.112,-0.112,-0.036,-0.112,-0.112,2015
742,163,Rockbridge County,0.156,0.073,-0.053,-0.156,-0.156,-0.156,-0.156,-0.156,-0.156,-0.156,2015
743,165,Rockingham County,0.131,0.053,-0.063,0.499,-0.131,-0.131,-0.094,-0.131,0.233,-0.131,2015
744,167,Russell County,0.244,-0.018,0.021,0.315,-0.244,-0.244,-0.244,-0.244,-0.244,-0.244,2015
745,169,Scott County,0.309,0.103,-0.098,0.592,-0.309,-0.309,-0.309,-0.309,-0.309,-0.309,2015
746,171,Shenandoah County,0.371,0.111,-0.125,1.359,-0.15,-0.371,-0.371,-0.371,-0.371,-0.371,2015
747,173,Smyth County,0.356,0.075,-0.081,0.606,-0.356,-0.356,0.291,-0.356,-0.356,-0.356,2015
748,175,Southampton County,0.066,0.021,-0.048,0.108,-0.066,-0.066,-0.066,-0.066,-0.066,-0.066,2015
749,177,Spotsylvania County,0.133,0.025,-0.049,0.32,-0.095,-0.133,-0.133,-0.133,-0.133,-0.133,2015
750,179,Stafford County,0.141,0.035,-0.047,0.249,-0.095,-0.141,-0.141,-0.141,-0.141,-0.141,2015
751,181,Surry County,0.105,0.06,-0.105,0.115,-0.041,-0.105,-0.105,-0.105,-0.105,-0.105,2015
752,183,Sussex County,0.154,-0.077,0.041,0.107,-0.116,-0.154,-0.154,-0.154,-0.154,-0.154,2015
753,185,Tazewell County,0.485,0.066,-0.084,0.573,0.412,-0.485,-0.08,-0.485,-0.485,-0.485,2015
754,187,Warren County,0.462,0.005,-0.152,2.099,-0.135,-0.462,-0.332,-0.462,-0.462,-0.462,2015
755,191,Washington County,0.184,0.04,-0.038,0.256,0.116,-0.184,-0.184,-0.184,-0.184,-0.184,2015
756,193,Westmoreland County,0.194,0.042,-0.047,0.246,-0.154,-0.194,-0.194,-0.194,-0.194,-0.194,2015
757,195,Wise County,0.374,0.106,-0.096,-0.115,-0.374,-0.374,-0.374,-0.374,-0.374,-0.374,2015
758,197,Wythe County,0.344,0.064,-0.104,1.299,0.168,-0.344,0.251,-0.344,-0.344,-0.344,2015
759,199,York County,0.044,0.006,-0.013,0.114,-0.044,0.665,-0.044,0.006,-0.044,-0.044,2015
760,510,Alexandria city,0.017,-0.007,-0.011,0.078,-0.006,-0.017,-0.017,-0.017,-0.017,-0.017,2015
761,520,Bristol city,,,,,,,,,,,2015
762,530,Buena Vista city,0.414,0.171,-0.164,1.497,-0.414,-0.414,-0.414,-0.414,-0.414,-0.414,2015
763,540,Charlottesville city,0.209,-0.032,-0.173,1.14,-0.127,-0.209,0.034,-0.209,-0.209,-0.209,2015
764,550,Chesapeake city,0.127,-0.024,-0.077,0.321,-0.038,-0.127,-0.112,-0.127,-0.098,-0.127,2015
765,570,Colonial Heights city,0.355,0.143,-0.137,0.448,-0.061,-0.355,-0.155,-0.355,-0.355,-0.355,2015
766,580,Covington city,1.307,0.375,-0.529,1.746,-0.226,-1.307,0.044,-1.307,-1.307,-1.307,2015
767,590,Danville city,0.269,-0.008,-0.105,0.344,-0.166,-0.269,-0.053,-0.269,-0.269,-0.269,2015
768,595,Emporia city,,,,,,,,,,,2015
769,600,Fairfax city,0.03,0.03,-0.018,-0.03,0.117,-0.03,-0.03,-0.03,-0.03,-0.03,2015
770,610,Falls Church city,0.036,0.0,-0.036,0.954,-0.036,-0.036,-0.036,-0.036,-0.036,-0.036,2015
771,620,Franklin city,0.384,-0.187,-0.324,0.904,-0.348,-0.384,-0.384,-0.384,-0.384,-0.384,2015
772,630,Fredericksburg city,0.175,-0.026,-0.108,0.568,-0.011,-0.175,-0.175,-0.175,-0.175,-0.175,2015
773,640,Galax city,0.706,0.329,-0.28,0.933,-0.282,-0.706,-0.706,-0.706,-0.706,-0.706,2015
774,650,Hampton city,0.129,-0.025,-0.059,0.193,-0.069,-0.129,-0.129,-0.129,-0.129,-0.129,2015
775,660,Harrisonburg city,0.205,0.073,-0.136,0.714,-0.11,0.271,-0.165,-0.205,-0.205,-0.117,2015
776,670,Hopewell city,0.405,-0.024,-0.149,0.719,-0.264,-0.405,-0.405,-0.405,-0.405,-0.405,2015
777,678,Lexington city,0.433,-0.11,0.019,1.234,0.221,-0.433,-0.433,-0.433,-0.433,-0.433,2015
778,680,Lynchburg city,0.301,-0.115,-0.203,1.044,-0.113,-0.301,-0.301,-0.301,-0.209,-0.301,2015
779,683,Manassas city,0.14,0.021,-0.081,0.463,0.016,-0.14,-0.127,-0.14,-0.14,-0.14,2015
780,685,Manassas Park city,,,,,,,,,,,2015
781,690,Martinsville city,0.724,-0.029,-0.337,1.268,-0.574,-0.724,-0.724,-0.724,-0.724,-0.724,2015
782,700,Newport News city,0.13,-0.034,-0.063,0.253,-0.063,-0.13,-0.13,-0.13,-0.13,-0.13,2015
783,710,Norfolk city,0.203,-0.11,-0.124,0.47,-0.106,-0.203,-0.203,-0.203,-0.158,-0.203,2015
784,720,Norton city,0.998,0.524,-0.416,-0.089,-0.998,-0.998,-0.998,-0.998,-0.998,-0.998,2015
785,730,Petersburg city,0.549,0.177,-0.174,0.588,-0.461,-0.549,-0.139,-0.549,-0.549,-0.549,2015
786,735,Poquoson city,0.067,0.004,0.003,-0.067,-0.067,-0.067,-0.067,-0.067,-0.067,-0.067,2015
787,740,Portsmouth city,0.329,-0.051,-0.176,0.473,-0.193,-0.329,-0.329,-0.329,-0.329,-0.177,2015
788,750,Radford city,,,,,,,,,,,2015
789,760,Richmond city,0.38,-0.192,-0.305,0.813,-0.209,-0.38,-0.341,-0.38,-0.294,-0.342,2015
790,770,Roanoke city,0.254,0.002,-0.083,0.413,-0.118,-0.254,-0.193,-0.254,-0.254,-0.254,2015
791,775,Salem city,,,,,,,,,,,2015
792,790,Staunton city,0.335,0.187,-0.181,0.813,-0.27,-0.335,-0.335,-0.335,-0.335,-0.335,2015
793,800,Suffolk city,0.158,-0.016,-0.115,0.289,-0.078,-0.158,-0.049,-0.158,-0.158,-0.158,2015
794,810,Virginia Beach city,0.082,0.014,-0.044,0.231,-0.035,-0.082,-0.082,-0.082,-0.061,-0.082,2015
795,820,Waynesboro city,0.334,0.197,-0.152,0.389,-0.26,-0.334,-0.334,-0.334,-0.334,-0.334,2015
796,830,Williamsburg city,,,,,,,,,,,2015
797,840,Winchester city,0.484,0.047,-0.18,0.964,-0.02,-0.484,-0.168,-0.484,-0.484,-0.484,2015
798,1,Accomack County,0.106,0.012,-0.08,0.3,-0.086,-0.106,-0.106,-0.106,-0.106,-0.106,2016
799,3,Albemarle County,0.085,-0.001,-0.063,0.676,-0.012,-0.085,-0.021,-0.085,-0.046,-0.085,2016
800,5,Alleghany County,0.357,0.016,-0.099,2.069,-0.055,-0.357,-0.357,-0.357,-0.357,-0.357,2016
801,7,Amelia County,0.141,-0.017,-0.016,0.332,-0.141,-0.141,-0.141,-0.141,-0.141,-0.141,2016
802,9,Amherst County,0.138,0.031,-0.068,0.355,-0.138,-0.138,-0.138,-0.138,-0.138,-0.138,2016
803,11,Appomattox County,0.167,-0.066,-0.071,0.755,-0.103,-0.167,-0.167,-0.167,-0.167,-0.167,2016
804,13,Arlington County,0.03,-0.003,-0.023,0.241,0.015,-0.03,-0.03,-0.03,-0.03,-0.023,2016
805,15,Augusta County,0.09,0.007,-0.016,0.187,-0.09,-0.09,-0.09,-0.09,-0.09,-0.09,2016
806,17,Bath County,0.249,0.186,-0.152,-0.249,-0.249,-0.249,-0.249,-0.249,-0.249,-0.249,2016
807,19,Bedford County,0.109,0.007,-0.03,0.367,0.035,-0.109,-0.109,-0.109,-0.109,-0.109,2016
808,21,Bland County,0.216,0.027,-0.004,-0.216,-0.216,-0.216,-0.216,-0.216,-0.216,-0.216,2016
809,23,Botetourt County,0.156,0.044,-0.03,0.019,-0.156,-0.156,-0.156,-0.156,-0.156,-0.156,2016
810,25,Brunswick County,0.162,0.031,-0.133,0.194,-0.138,-0.162,-0.162,-0.162,-0.162,-0.162,2016
811,27,Buchanan County,0.459,0.213,-0.178,-0.297,-0.459,-0.459,-0.459,-0.459,-0.459,-0.459,2016
812,29,Buckingham County,0.188,-0.049,-0.088,0.253,-0.064,-0.188,-0.188,-0.188,-0.188,-0.188,2016
813,31,Campbell County,0.083,-0.01,-0.015,0.275,-0.083,-0.083,-0.083,-0.083,-0.083,-0.083,2016
814,33,Caroline County,0.206,0.054,-0.0,0.135,-0.182,-0.206,-0.206,-0.206,-0.206,-0.206,2016
815,35,Carroll County,0.138,0.008,-0.009,0.695,-0.138,-0.138,-0.138,-0.138,-0.138,-0.138,2016
816,36,Charles City County,,,,,,,,,,,2016
817,37,Charlotte County,0.248,0.038,-0.104,0.411,-0.248,-0.248,-0.248,1.002,-0.248,-0.248,2016
818,41,Chesterfield County,0.174,0.02,-0.062,0.356,-0.104,-0.174,-0.167,-0.174,-0.123,-0.174,2016
819,43,Clarke County,0.133,0.053,-0.041,-0.133,0.136,-0.133,-0.133,-0.133,-0.133,-0.133,2016
820,45,Craig County,0.195,-0.035,0.042,-0.195,-0.195,-0.195,-0.195,-0.195,-0.195,-0.195,2016
821,47,Culpeper County,0.187,0.03,-0.098,0.493,-0.075,-0.187,-0.187,-0.187,-0.187,0.063,2016
822,49,Cumberland County,0.123,-0.059,-0.061,0.3,-0.003,-0.123,-0.123,-0.123,-0.123,-0.123,2016
823,51,Dickenson County,0.366,0.062,-0.051,-0.366,-0.366,-0.366,-0.366,-0.366,-0.366,-0.366,2016
824,53,Dinwiddie County,0.098,-0.032,-0.032,0.218,-0.058,-0.098,-0.098,-0.098,-0.098,-0.098,2016
825,57,Essex County,0.226,0.007,-0.106,0.398,-0.138,-0.226,-0.226,-0.226,-0.226,-0.226,2016
826,59,Fairfax County,0.012,0.007,-0.005,0.044,-0.004,-0.012,-0.012,-0.012,-0.008,-0.01,2016
827,61,Fauquier County,0.102,0.036,-0.046,0.302,-0.065,-0.102,-0.102,-0.102,-0.102,-0.102,2016
828,63,Floyd County,0.217,0.086,-0.096,-0.217,-0.217,7.475,0.196,-0.217,-0.217,-0.217,2016
829,65,Fluvanna County,0.08,0.041,-0.054,0.228,-0.036,-0.08,-0.08,-0.08,-0.08,-0.08,2016
830,67,Franklin County,0.255,0.085,-0.103,0.588,-0.211,-0.255,-0.255,-0.255,-0.255,-0.255,2016
831,69,Frederick County,0.219,0.028,-0.055,0.577,0.145,0.289,-0.191,-0.219,-0.219,0.042,2016
832,71,Giles County,0.434,0.106,-0.085,0.347,-0.434,-0.434,-0.434,-0.434,-0.434,-0.434,2016
833,73,Gloucester County,0.197,0.088,-0.064,0.139,-0.197,-0.197,-0.197,-0.197,-0.197,-0.197,2016
834,75,Goochland County,0.151,-0.014,-0.075,0.589,-0.151,-0.151,-0.151,-0.151,0.52,-0.151,2016
835,77,Grayson County,0.195,0.064,-0.06,-0.051,0.331,-0.195,-0.195,-0.195,-0.195,-0.195,2016
836,79,Greene County,0.124,0.044,-0.044,0.32,-0.124,-0.124,-0.124,-0.124,-0.124,-0.124,2016
837,81,Greensville County,0.235,-0.087,-0.116,0.218,-0.195,-0.235,-0.235,-0.235,-0.235,-0.235,2016
838,83,Halifax County,0.234,-0.08,-0.152,0.619,-0.205,-0.234,-0.234,-0.234,-0.234,-0.234,2016
839,85,Hanover County,0.121,0.025,-0.04,0.261,-0.02,-0.121,-0.121,-0.121,-0.121,-0.121,2016
840,87,Henrico County,0.141,0.016,-0.063,0.319,-0.091,0.026,-0.109,-0.129,-0.141,-0.141,2016
841,89,Henry County,0.136,0.014,-0.036,0.156,-0.053,-0.136,-0.068,-0.136,-0.136,-0.136,2016
842,91,Highland County,0.271,-0.086,0.006,-0.271,-0.271,-0.271,-0.271,-0.271,-0.271,-0.271,2016
843,93,Isle of Wight County,,,,,,,,,,,2016
844,95,James City County,,,,,,,,,,,2016
845,97,King and Queen County,,,,,,,,,,,2016
846,99,King George County,0.181,0.024,-0.09,0.608,-0.181,-0.181,-0.181,-0.181,-0.181,-0.181,2016
847,101,King William County,0.11,-0.0,-0.002,0.13,-0.044,-0.11,-0.11,-0.11,-0.11,-0.11,2016
848,103,Lancaster County,0.269,-0.156,-0.218,1.001,-0.207,-0.269,-0.269,-0.269,-0.269,-0.269,2016
849,105,Lee County,0.244,0.096,-0.067,-0.244,-0.244,-0.244,-0.244,-0.244,-0.244,-0.244,2016
850,107,Loudoun County,0.036,0.019,-0.02,0.213,-0.016,-0.036,-0.036,-0.036,-0.027,-0.036,2016
851,109,Louisa County,0.266,-0.003,-0.105,0.781,-0.164,-0.266,-0.266,-0.266,-0.266,-0.266,2016
852,111,Lunenburg County,0.13,0.068,-0.05,0.043,-0.076,-0.13,-0.13,-0.13,-0.13,-0.13,2016
853,113,Madison County,0.145,0.109,-0.094,0.179,-0.145,-0.145,-0.145,-0.145,-0.145,-0.145,2016
854,115,Mathews County,0.194,0.047,-0.093,0.884,-0.194,-0.194,-0.194,-0.194,-0.194,-0.194,2016
855,117,Mecklenburg County,0.217,-0.046,-0.146,0.559,-0.144,-0.217,-0.217,-0.217,-0.217,-0.217,2016
856,119,Middlesex County,0.149,0.043,-0.036,0.062,-0.039,-0.149,-0.149,-0.149,-0.149,-0.149,2016
857,121,Montgomery County,0.222,0.08,-0.087,0.772,-0.116,-0.222,-0.222,-0.222,-0.111,-0.222,2016
858,125,Nelson County,0.169,0.01,-0.091,0.675,-0.061,-0.169,-0.169,-0.169,-0.169,-0.169,2016
859,127,New Kent County,0.114,0.012,-0.02,0.219,-0.114,-0.114,-0.114,-0.114,-0.114,-0.114,2016
860,131,Northampton County,0.158,-0.103,-0.078,0.534,-0.115,-0.158,-0.158,-0.158,-0.158,-0.158,2016
861,133,Northumberland County,0.37,-0.101,-0.078,0.905,-0.307,-0.37,-0.37,-0.37,-0.37,-0.37,2016
862,135,Nottoway County,0.161,-0.032,-0.114,0.178,0.029,-0.161,-0.161,-0.161,-0.161,-0.161,2016
863,137,Orange County,0.272,0.001,-0.111,0.9,-0.06,-0.272,-0.272,-0.272,-0.272,-0.272,2016
864,139,Page County,0.271,0.097,-0.081,-0.271,-0.271,-0.271,-0.271,-0.271,2.11,-0.271,2016
865,141,Patrick County,0.14,0.057,-0.056,0.257,-0.14,-0.14,-0.14,-0.14,-0.14,-0.14,2016
866,143,Pittsylvania County,0.105,-0.019,-0.071,0.379,-0.018,-0.105,-0.105,-0.105,-0.105,-0.105,2016
867,145,Powhatan County,0.109,0.002,-0.01,0.102,-0.016,-0.109,-0.109,-0.109,-0.109,-0.109,2016
868,147,Prince Edward County,0.243,-0.043,-0.187,0.473,0.041,-0.243,-0.243,-0.243,-0.243,-0.243,2016
869,149,Prince George County,0.071,0.026,-0.026,0.054,-0.071,-0.071,-0.071,-0.071,-0.071,-0.071,2016
870,153,Prince William County,0.081,0.008,-0.034,0.221,-0.038,-0.081,-0.081,-0.081,-0.076,-0.076,2016
871,155,Pulaski County,0.333,0.041,-0.144,1.781,0.306,-0.333,-0.333,-0.333,-0.333,-0.333,2016
872,157,Rappahannock County,0.136,0.013,-0.049,-0.136,-0.136,-0.136,-0.136,-0.136,-0.136,-0.136,2016
873,159,Richmond County,0.285,0.011,-0.074,0.314,-0.285,-0.285,-0.285,-0.285,-0.285,-0.285,2016
874,161,Roanoke County,0.115,0.033,-0.041,0.411,-0.045,-0.115,-0.115,-0.115,-0.115,-0.115,2016
875,163,Rockbridge County,0.214,0.081,-0.073,0.364,-0.214,-0.214,-0.214,-0.214,-0.214,-0.214,2016
876,165,Rockingham County,0.155,0.1,-0.1,0.341,-0.155,-0.155,-0.084,-0.155,-0.155,-0.155,2016
877,167,Russell County,0.237,-0.007,0.01,0.344,-0.237,-0.237,-0.237,-0.237,-0.237,-0.237,2016
878,169,Scott County,0.258,0.084,-0.091,0.704,-0.258,-0.258,-0.258,-0.258,-0.258,-0.258,2016
879,171,Shenandoah County,0.268,0.046,-0.07,0.405,-0.057,-0.268,-0.02,-0.268,-0.268,-0.268,2016
880,173,Smyth County,0.395,0.151,-0.138,0.386,-0.091,-0.395,-0.395,-0.395,-0.395,-0.395,2016
881,175,Southampton County,0.1,0.021,-0.082,0.136,-0.034,-0.1,-0.1,-0.1,-0.1,-0.1,2016
882,177,Spotsylvania County,0.162,0.025,-0.068,0.385,-0.042,-0.162,-0.162,-0.162,-0.162,-0.162,2016
883,179,Stafford County,0.171,0.051,-0.064,0.26,-0.095,-0.171,-0.171,-0.171,-0.124,-0.101,2016
884,181,Surry County,0.092,0.076,-0.092,0.137,-0.092,-0.092,-0.092,-0.092,-0.092,-0.092,2016
885,183,Sussex County,0.14,0.056,-0.14,0.082,-0.061,-0.14,-0.14,-0.14,-0.14,-0.14,2016
886,185,Tazewell County,0.465,0.121,-0.106,0.296,-0.224,-0.465,-0.465,-0.465,-0.465,-0.465,2016
887,187,Warren County,0.334,-0.003,-0.115,1.292,0.097,0.697,-0.083,-0.334,-0.334,-0.334,2016
888,191,Washington County,0.22,0.091,-0.092,0.681,0.094,-0.22,-0.22,-0.22,-0.22,-0.22,2016
889,193,Westmoreland County,0.357,-0.021,-0.148,0.67,-0.156,-0.357,-0.212,-0.357,-0.357,-0.357,2016
890,195,Wise County,0.536,0.123,-0.15,-0.376,0.454,-0.536,-0.536,-0.536,-0.536,-0.536,2016
891,197,Wythe County,0.529,0.084,-0.123,2.084,0.223,-0.529,-0.529,-0.529,-0.529,-0.529,2016
892,199,York County,0.043,0.031,-0.031,0.07,-0.022,0.59,-0.043,-0.043,-0.043,-0.043,2016
893,510,Alexandria city,0.013,0.003,-0.004,0.027,-0.013,-0.013,-0.013,-0.013,-0.013,-0.013,2016
894,520,Bristol city,,,,,,,,,,,2016
895,530,Buena Vista city,0.637,0.263,-0.323,2.43,0.679,-0.637,-0.637,-0.637,-0.637,-0.637,2016
896,540,Charlottesville city,0.198,-0.048,-0.121,0.939,-0.095,-0.198,-0.198,-0.198,-0.198,-0.198,2016
897,550,Chesapeake city,0.16,0.014,-0.079,0.302,-0.075,-0.16,-0.16,-0.16,-0.132,-0.16,2016
898,570,Colonial Heights city,0.402,0.089,-0.112,0.984,-0.258,-0.402,-0.402,-0.402,-0.402,-0.402,2016
899,580,Covington city,1.348,0.518,-0.541,1.777,-0.817,-1.348,-1.348,-1.348,-1.348,-1.348,2016
900,590,Danville city,0.36,-0.118,-0.202,0.672,-0.283,-0.36,-0.152,-0.36,-0.36,-0.36,2016
901,595,Emporia city,,,,,,,,,,,2016
902,600,Fairfax city,0.013,-0.001,-0.013,0.271,-0.013,-0.013,-0.013,-0.013,-0.013,-0.013,2016
903,610,Falls Church city,0.029,0.008,-0.029,0.661,-0.029,-0.029,-0.029,-0.029,-0.029,-0.029,2016
904,620,Franklin city,0.5,-0.23,-0.379,1.056,-0.389,-0.5,-0.5,-0.5,-0.5,-0.5,2016
905,630,Fredericksburg city,0.25,-0.048,-0.145,0.897,-0.085,-0.25,-0.25,-0.25,-0.25,-0.25,2016
906,640,Galax city,0.893,0.442,-0.394,1.639,-0.445,-0.893,-0.893,-0.893,-0.893,-0.893,2016
907,650,Hampton city,0.144,0.007,-0.073,0.22,-0.1,-0.144,-0.144,-0.144,-0.144,-0.144,2016
908,660,Harrisonburg city,0.207,0.087,-0.113,0.597,-0.027,-0.207,-0.207,-0.207,-0.122,-0.207,2016
909,670,Hopewell city,0.426,-0.008,-0.281,0.875,-0.29,-0.426,-0.426,-0.426,-0.426,0.106,2016
910,678,Lexington city,0.518,-0.018,-0.101,1.996,-0.518,-0.518,-0.518,-0.518,-0.518,-0.518,2016
911,680,Lynchburg city,0.301,-0.06,-0.2,0.884,-0.064,-0.301,-0.301,-0.301,-0.301,-0.301,2016
912,683,Manassas city,0.163,-0.012,-0.07,0.697,-0.039,-0.163,-0.163,-0.163,-0.163,-0.163,2016
913,685,Manassas Park city,,,,,,,,,,,2016
914,690,Martinsville city,0.777,-0.096,-0.375,1.157,-0.472,-0.777,-0.207,-0.777,-0.777,-0.777,2016
915,700,Newport News city,0.13,-0.032,-0.096,0.281,-0.061,-0.13,-0.13,-0.13,-0.091,-0.1,2016
916,710,Norfolk city,0.225,-0.099,-0.136,0.486,-0.113,-0.225,-0.225,-0.225,-0.203,-0.225,2016
917,720,Norton city,1.108,0.391,-0.212,-1.108,-1.108,-1.108,-1.108,-1.108,-1.108,-1.108,2016
918,730,Petersburg city,0.542,0.197,0.041,0.459,-0.378,-0.542,-0.542,-0.542,-0.542,-0.542,2016
919,735,Poquoson city,0.084,-0.012,0.022,-0.084,-0.084,-0.084,-0.084,-0.084,-0.084,-0.084,2016
920,740,Portsmouth city,0.375,-0.121,-0.171,0.567,-0.221,-0.375,-0.375,-0.375,-0.375,-0.375,2016
921,750,Radford city,,,,,,,,,,,2016
922,760,Richmond city,0.363,-0.216,-0.277,0.816,-0.203,-0.363,-0.338,-0.363,-0.321,-0.363,2016
923,770,Roanoke city,0.217,0.055,-0.102,0.367,-0.12,-0.217,-0.217,-0.217,-0.217,-0.217,2016
924,775,Salem city,,,,,,,,,,,2016
925,790,Staunton city,0.422,0.186,-0.187,0.973,-0.355,-0.422,-0.422,-0.422,-0.422,-0.422,2016
926,800,Suffolk city,0.139,0.015,-0.062,0.19,-0.08,-0.139,-0.139,-0.139,-0.139,-0.139,2016
927,810,Virginia Beach city,0.1,0.022,-0.055,0.277,-0.06,-0.004,-0.1,-0.1,-0.045,-0.088,2016
928,820,Waynesboro city,0.45,0.135,-0.171,1.003,-0.238,-0.45,-0.45,-0.45,-0.45,-0.45,2016
929,830,Williamsburg city,,,,,,,,,,,2016
930,840,Winchester city,0.403,0.014,-0.17,1.296,-0.081,-0.403,-0.326,-0.403,-0.403,-0.403,2016
931,1,Accomack County,0.104,-0.049,-0.077,0.434,-0.084,-0.104,-0.104,-0.104,-0.104,-0.104,2017
932,3,Albemarle County,0.09,0.017,-0.057,0.532,-0.054,-0.09,-0.058,-0.09,-0.053,-0.09,2017
933,5,Alleghany County,0.344,0.109,-0.109,0.714,-0.344,-0.344,-0.344,-0.344,-0.344,-0.344,2017
934,7,Amelia County,0.146,0.015,-0.024,0.171,-0.077,-0.146,-0.146,-0.146,-0.146,-0.146,2017
935,9,Amherst County,0.245,0.194,-0.103,-0.015,-0.212,-0.245,-0.245,-0.245,-0.245,-0.245,2017
936,11,Appomattox County,0.248,0.018,-0.058,0.46,-0.184,-0.248,-0.248,-0.248,-0.248,-0.248,2017
937,13,Arlington County,0.032,0.002,-0.024,0.252,0.003,-0.032,-0.032,-0.032,-0.015,-0.032,2017
938,15,Augusta County,0.156,0.067,-0.068,0.153,-0.06,-0.156,-0.156,-0.156,-0.156,-0.156,2017
939,17,Bath County,0.492,0.006,0.064,-0.492,-0.492,-0.492,-0.492,-0.492,-0.492,-0.492,2017
940,19,Bedford County,0.137,0.019,-0.056,0.66,-0.101,-0.137,-0.137,-0.137,-0.137,-0.137,2017
941,21,Bland County,0.189,-0.003,-0.009,0.309,-0.189,-0.189,-0.189,-0.189,-0.189,-0.189,2017
942,23,Botetourt County,0.165,0.047,-0.039,0.004,-0.165,-0.165,-0.165,-0.165,-0.165,-0.165,2017
943,25,Brunswick County,0.223,-0.112,-0.136,0.314,-0.175,-0.223,-0.223,-0.223,-0.223,-0.223,2017
944,27,Buchanan County,0.481,0.143,-0.098,-0.481,-0.481,-0.481,-0.481,-0.481,-0.481,-0.481,2017
945,29,Buckingham County,0.258,0.106,-0.117,0.122,-0.175,-0.258,-0.258,-0.258,-0.258,-0.258,2017
946,31,Campbell County,0.116,0.021,-0.073,0.418,-0.067,-0.116,-0.116,-0.116,-0.116,-0.116,2017
947,33,Caroline County,0.256,0.049,-0.111,0.329,-0.065,-0.256,-0.256,-0.256,-0.256,-0.256,2017
948,35,Carroll County,0.131,0.042,-0.036,-0.131,-0.131,-0.131,-0.131,-0.131,-0.131,-0.131,2017
949,36,Charles City County,,,,,,,,,,,2017
950,37,Charlotte County,0.224,0.038,-0.008,0.079,-0.11,-0.224,-0.224,-0.224,-0.224,-0.224,2017
951,41,Chesterfield County,0.193,0.016,-0.08,0.402,-0.086,-0.193,-0.174,-0.186,-0.126,-0.193,2017
952,43,Clarke County,0.159,0.024,-0.068,1.091,-0.159,-0.159,-0.159,-0.159,-0.159,-0.159,2017
953,45,Craig County,0.079,0.043,-0.039,-0.079,-0.079,-0.079,-0.079,-0.079,-0.079,-0.079,2017
